Cald's Custom Universe
SEC,East,West,,,,,,,,,,,
ACC,Atlantic,Coastal,,,,,,,,,,,
Big Ten,East,West,,,,,,,,,,,
Big 12,Sheriff,Outlaw,,,,,,,,,,,
Pac 12,North,South,,,,,,,,,,,
AAC,East,West,,,,,,,,,,,
# Team format:,Conference,Division,Name,Abbr,Prestige,Rival,,,,,,,
PLAYER,TLSA,WR,Jarion Anderson,Fr,74,205,55,55,55,55,55,55,55
PLAYER,TLSA,S,Samuel Gottsch,Fr,70,195,55,55,55,55,55,55,55
PLAYER,TLSA,WR,Josh Stewart,Fr,74,205,55,55,55,55,55,55,55
PLAYER,TLSA,WR,Keylon Stokes,Fr,74,205,55,55,55,55,55,55,55
PLAYER,TLSA,LB,Justin Wright,Fr,71,235,55,55,55,55,55,55,55
PLAYER,UCLA,OL,Baraka Beckett,Fr,73,295,55,55,55,55,55,55,55
PLAYER,UCLA,TE,Jordan Wilson,Fr,72,240,55,55,55,55,55,55,55
PLAYER,UCLA,CB,Mo Osling,Fr,69,200,55,55,55,55,55,55,55
PLAYER,UCLA,S,Jay Shaw,Fr,70,195,55,55,55,55,55,55,55
PLAYER,UCLA,WR,Theo Howard,Fr,74,205,55,55,55,55,55,55,55
PLAYER,UCLA,RB,Bolu Olorunfunmi,Fr,68,220,55,55,55,55,55,55,55
PLAYER,UCLA,S,Octavius Spencer,Fr,70,195,55,55,55,55,55,55,55
PLAYER,UCLA,OL,Josh W.,Fr,73,295,55,55,55,55,55,55,55
PLAYER,UCLA,CB,Rayshad Williams,Fr,69,200,55,55,55,55,55,55,55
PLAYER,UCLA,OL,Boss Tagaloa,Fr,73,295,55,55,55,55,55,55,55
PLAYER,UCLA,DL,Marcus Moore,Fr,72,285,55,55,55,55,55,55,55
PLAYER,UCLA,OL,Chris Murray,Fr,73,295,55,55,55,55,55,55,55
PLAYER,UCLA,DL,Rick Wade,Fr,72,285,55,55,55,55,55,55,55
PLAYER,UCLA,OL,Jon Gaines,Fr,73,295,55,55,55,55,55,55,55
PLAYER,UCLA,OL,Alec Anderson,Fr,73,295,55,55,55,55,55,55,55
PLAYER,UCLA,QB,Matt Lynch,Fr,74,215,55,55,55,55,55,55,55
PLAYER,UCLA,CB,Elijah Gates,Fr,69,200,55,55,55,55,55,55,55
PLAYER,UCLA,QB,Wilton Speight,Fr,74,215,55,55,55,55,55,55,55
PLAYER,UCLA,WR,Demetric Felton,Fr,74,205,55,55,55,55,55,55,55
PLAYER,UCLA,S,Kenny Churchwell,Fr,70,195,55,55,55,55,55,55,55
PLAYER,UCLA,TE,Devin Asiasi,Fr,72,240,55,55,55,55,55,55,55
PLAYER,UCLA,DL,Moses Robinson-Carr,Fr,72,285,55,55,55,55,55,55,55
PLAYER,UCLA,RB,Brandon Stephens,Fr,68,220,55,55,55,55,55,55,55
PLAYER,UCLA,LB,Tyree Thompson,Fr,71,235,55,55,55,55,55,55,55
PLAYER,UCLA,DL,Tyler Manoa,Fr,72,285,55,55,55,55,55,55,55
PLAYER,UCLA,LB,Krys Barnes,Fr,71,235,55,55,55,55,55,55,55
PLAYER,UCLA,WR,Michael Ezeike,Fr,74,205,55,55,55,55,55,55,55
PLAYER,UCLA,DL,Osa Odighizuwa,Fr,72,285,55,55,55,55,55,55,55
PLAYER,UCLA,OL,Jake Burton,Fr,73,295,55,55,55,55,55,55,55
PLAYER,UCLA,LB,Lokeni Toailoa,Fr,71,235,55,55,55,55,55,55,55
PLAYER,UCLA,CB,Keyon Riley,Fr,69,200,55,55,55,55,55,55,55
PLAYER,UCLA,WR,Dymond Lee,Fr,74,205,55,55,55,55,55,55,55
PLAYER,UCLA,CB,Nate Meadors,Fr,69,200,55,55,55,55,55,55,55
PLAYER,UCLA,LB,Keisean Lucier-South,Fr,71,235,55,55,55,55,55,55,55
PLAYER,UCLA,S,Quentin Lake,Fr,70,195,55,55,55,55,55,55,55
PLAYER,UCLA,CB,Colin Samuel,Fr,69,200,55,55,55,55,55,55,55
PLAYER,UCLA,RB,Kazmeir Allen,Fr,68,220,55,55,55,55,55,55,55
PLAYER,UCLA,DL,Chigozie Nnoruka,Fr,72,285,55,55,55,55,55,55,55
PLAYER,UCLA,LB,Mique Juarez,Fr,71,235,55,55,55,55,55,55,55
PLAYER,UCLA,K,Stefan Flintoft,Fr,67,180,55,55,55,55,55,55,55
PLAYER,UCLA,QB,Devon Modster,Fr,74,215,55,55,55,55,55,55,55
PLAYER,UCLA,QB,Dorian T.,Fr,74,215,55,55,55,55,55,55,55
PLAYER,UCLA,RB,Soso Jamabo,Fr,68,220,55,55,55,55,55,55,55
PLAYER,UCLA,DL,Martin Andrus,Fr,72,285,55,55,55,55,55,55,55
PLAYER,UCLA,S,Adarius Pickett,Fr,70,195,55,55,55,55,55,55,55
PLAYER,UCLA,OL,Andre James,Fr,73,295,55,55,55,55,55,55,55
PLAYER,UCLA,OL,Justin Murphy,Fr,73,295,55,55,55,55,55,55,55
PLAYER,UCLA,WR,Audie Omotosho,Fr,74,205,55,55,55,55,55,55,55
PLAYER,UCLA,OL,Bryan Weitzman,Fr,73,295,55,55,55,55,55,55,55
PLAYER,UCLA,LB,Josh Woods,Fr,71,235,55,55,55,55,55,55,55
PLAYER,UCLA,WR,Christian Pabico,Fr,74,205,55,55,55,55,55,55,55
PLAYER,UCLA,OL,Zach Sweeney,Fr,73,295,55,55,55,55,55,55,55
PLAYER,UCLA,CB,Darnay Holmes,Fr,69,200,55,55,55,55,55,55,55
PLAYER,UCLA,LB,Jaelan Phillips,Fr,71,235,55,55,55,55,55,55,55
PLAYER,UCLA,DL,Atonio Mafi,Fr,72,285,55,55,55,55,55,55,55
PLAYER,UCLA,LB,Rahyme Johnson,Fr,71,235,55,55,55,55,55,55,55
PLAYER,UCLA,LB,Elijah Wade,Fr,71,235,55,55,55,55,55,55,55
PLAYER,UCLA,S,Stephan Blaylock,Fr,70,195,55,55,55,55,55,55,55
PLAYER,UCLA,LB,Je'Vari Anderson,Fr,71,235,55,55,55,55,55,55,55
PLAYER,UCLA,WR,Damian Alloway,Fr,74,205,55,55,55,55,55,55,55
PLAYER,UCLA,LB,Bo Calvert,Fr,71,235,55,55,55,55,55,55,55
PLAYER,UCLA,TE,Caleb Wilson,Fr,72,240,55,55,55,55,55,55,55
PLAYER,UCLA,WR,Chase Cota,Fr,74,205,55,55,55,55,55,55,55
PLAYER,UCLA,K,J.J. Molson,Fr,67,180,55,55,55,55,55,55,55
PLAYER,UCLA,WR,Stephen Johnson,Fr,74,205,55,55,55,55,55,55,55
PLAYER,UCLA,OL,Mike Alves,Fr,73,295,55,55,55,55,55,55,55
PLAYER,UCLA,RB,Joshua Kelley,Fr,68,220,55,55,55,55,55,55,55
PLAYER,UCLA,WR,Kyle Philips,Fr,74,205,55,55,55,55,55,55,55
PLAYER,UCLA,DL,Odua Isibor,Fr,72,285,55,55,55,55,55,55,55
PLAYER,USC,DL,Connor Murphy,Fr,72,285,55,55,55,55,55,55,55
PLAYER,USC,K,Reid Budrovich,Fr,67,180,55,55,55,55,55,55,55
PLAYER,USC,DL,Brandon Pili,Fr,72,285,55,55,55,55,55,55,55
PLAYER,USC,OL,Justin Dedich,Fr,73,295,55,55,55,55,55,55,55
PLAYER,USC,LB,Cameron Smith,Fr,71,235,55,55,55,55,55,55,55
PLAYER,USC,LB,Eli'jah Winston,Fr,71,235,55,55,55,55,55,55,55
PLAYER,USC,CB,Ajene Harris,Fr,69,200,55,55,55,55,55,55,55
PLAYER,USC,DL,Jay Tufele,Fr,72,285,55,55,55,55,55,55,55
PLAYER,USC,RB,Stephen Carr,Fr,68,220,55,55,55,55,55,55,55
PLAYER,USC,CB,Jonathan Lockett,Fr,69,200,55,55,55,55,55,55,55
PLAYER,USC,DL,Trevor Trout,Fr,72,285,55,55,55,55,55,55,55
PLAYER,USC,CB,Issac Taylor-Stuart,Fr,69,200,55,55,55,55,55,55,55
PLAYER,USC,OL,Chuma Edoga,Fr,73,295,55,55,55,55,55,55,55
PLAYER,USC,WR,Velus Jones,Fr,74,205,55,55,55,55,55,55,55
PLAYER,USC,S,Chase Williams,Fr,70,195,55,55,55,55,55,55,55
PLAYER,USC,WR,Devon Williams,Fr,74,205,55,55,55,55,55,55,55
PLAYER,USC,QB,J.T. Daniels,Fr,74,215,55,55,55,55,55,55,55
PLAYER,USC,OL,Jalen McKenzie,Fr,73,295,55,55,55,55,55,55,55
PLAYER,USC,TE,Daniel Imatorbhebhe,Fr,72,240,55,55,55,55,55,55,55
PLAYER,USC,OL,Austin Jackson,Fr,73,295,55,55,55,55,55,55,55
PLAYER,USC,CB,Olaijah Griffin,Fr,69,200,55,55,55,55,55,55,55
PLAYER,USC,S,C.J. Pollard,Fr,70,195,55,55,55,55,55,55,55
PLAYER,USC,K,Michael Brown,Fr,67,180,55,55,55,55,55,55,55
PLAYER,USC,S,Marvell Tell,Fr,70,195,55,55,55,55,55,55,55
PLAYER,USC,WR,Trevon Sidney,Fr,74,205,55,55,55,55,55,55,55
PLAYER,USC,LB,Raymond Scott,Fr,71,235,55,55,55,55,55,55,55
PLAYER,USC,LB,John Houston,Fr,71,235,55,55,55,55,55,55,55
PLAYER,USC,DL,Caleb Tremblay,Fr,72,285,55,55,55,55,55,55,55
PLAYER,USC,OL,Toa Lobendahn,Fr,73,295,55,55,55,55,55,55,55
PLAYER,USC,LB,Oluwole Betiku,Fr,71,235,55,55,55,55,55,55,55
PLAYER,USC,CB,Iman Marshall,Fr,69,200,55,55,55,55,55,55,55
PLAYER,USC,RB,Reuben Peters,Fr,68,220,55,55,55,55,55,55,55
PLAYER,USC,TE,Josh Falo,Fr,72,240,55,55,55,55,55,55,55
PLAYER,USC,TE,Erik Krommenhoek,Fr,72,240,55,55,55,55,55,55,55
PLAYER,USC,WR,Tyler Vaughns,Fr,74,205,55,55,55,55,55,55,55
PLAYER,USC,LB,Jordan Iosefa,Fr,71,235,55,55,55,55,55,55,55
PLAYER,USC,DL,Malik Dorton,Fr,72,285,55,55,55,55,55,55,55
PLAYER,USC,LB,Juliano Falaniko,Fr,71,235,55,55,55,55,55,55,55
PLAYER,USC,LB,Hunter Echols,Fr,71,235,55,55,55,55,55,55,55
PLAYER,USC,CB,Isaiah Langley,Fr,69,200,55,55,55,55,55,55,55
PLAYER,USC,LB,Porter Gustin,Fr,71,235,55,55,55,55,55,55,55
PLAYER,USC,OL,Andrew Vorhees,Fr,73,295,55,55,55,55,55,55,55
PLAYER,USC,RB,Aca'Cedric Ware,Fr,68,220,55,55,55,55,55,55,55
PLAYER,USC,WR,Michael Pittman,Fr,74,205,55,55,55,55,55,55,55
PLAYER,USC,WR,Randal Grimes,Fr,74,205,55,55,55,55,55,55,55
PLAYER,USC,QB,Matt Fink,Fr,74,215,55,55,55,55,55,55,55
PLAYER,USC,LB,Kana'i Mauga,Fr,71,235,55,55,55,55,55,55,55
PLAYER,USC,OL,Brett Neilon,Fr,73,295,55,55,55,55,55,55,55
PLAYER,USC,LB,Palaie Gaoteote,Fr,71,235,55,55,55,55,55,55,55
PLAYER,USC,OL,Clayton Bradley,Fr,73,295,55,55,55,55,55,55,55
PLAYER,USC,TE,Tyler Petite,Fr,72,240,55,55,55,55,55,55,55
PLAYER,USC,WR,Josh Imatorbhebhe,Fr,74,205,55,55,55,55,55,55,55
PLAYER,USC,S,Isaiah Pola-Mao,Fr,70,195,55,55,55,55,55,55,55
PLAYER,USC,DL,Marlon Tuipuloto,Fr,72,285,55,55,55,55,55,55,55
PLAYER,USC,DL,Liam Jimmons,Fr,72,285,55,55,55,55,55,55,55
PLAYER,USC,LB,Solomon Tuliaupupu,Fr,71,235,55,55,55,55,55,55,55
PLAYER,USC,LB,Abdul-Malik McClain,Fr,71,235,55,55,55,55,55,55,55
PLAYER,USC,WR,Amon-Ra St.Brown,Fr,74,205,55,55,55,55,55,55,55
PLAYER,USC,CB,Greg Johnson,Fr,69,200,55,55,55,55,55,55,55
PLAYER,USC,DL,Jacob Lichenstein,Fr,72,285,55,55,55,55,55,55,55
PLAYER,USC,LB,Levi Jones,Fr,71,235,55,55,55,55,55,55,55
PLAYER,USC,OL,Alijah Vera-Tucker,Fr,73,295,55,55,55,55,55,55,55
PLAYER,USC,QB,Jack Sears,Fr,74,215,55,55,55,55,55,55,55
PLAYER,USC,OL,Jacob Daniel,Fr,73,295,55,55,55,55,55,55,55
PLAYER,USC,DL,Christian Rector,Fr,72,285,55,55,55,55,55,55,55
PLAYER,USC,S,Talanoa Hufanga,Fr,70,195,55,55,55,55,55,55,55
PLAYER,USC,RB,Markese Stepp,Fr,68,220,55,55,55,55,55,55,55
PLAYER,USC,OL,Chris Brown,Fr,73,295,55,55,55,55,55,55,55
PLAYER,USC,RB,Vavae Malepeai,Fr,68,220,55,55,55,55,55,55,55
PLAYER,UTAH,TE,Cole Fotheringham,Fr,72,240,55,55,55,55,55,55,55
PLAYER,UTAH,TE,Brant Kuithe,Fr,72,240,55,55,55,55,55,55,55
PLAYER,UTAH,DL,Nick Heninger,Fr,72,285,55,55,55,55,55,55,55
PLAYER,UTAH,WR,Bryan Thompson,Fr,74,205,55,55,55,55,55,55,55
PLAYER,UTAH,OL,Orlando Umana,Fr,73,295,55,55,55,55,55,55,55
PLAYER,UTAH,LB,Donavan Thompson,Fr,71,235,55,55,55,55,55,55,55
PLAYER,UTAH,WR,Solomon Enis,Fr,74,205,55,55,55,55,55,55,55
PLAYER,UTAH,LB,Chris Hart,Fr,71,235,55,55,55,55,55,55,55
PLAYER,UTAH,WR,Jaylen Dixon,Fr,74,205,55,55,55,55,55,55,55
PLAYER,UTAH,S,Javelin Guidry,Fr,70,195,55,55,55,55,55,55,55
PLAYER,UTAH,TE,Connor Haller,Fr,72,240,55,55,55,55,55,55,55
PLAYER,UTAH,DL,Pita Tonga,Fr,72,285,55,55,55,55,55,55,55
PLAYER,UTAH,TE,Jake Jackson,Fr,72,240,55,55,55,55,55,55,55
PLAYER,UTAH,RB,Zack Moss,Fr,68,220,55,55,55,55,55,55,55
PLAYER,UTAH,CB,Vonte Davis,Fr,69,200,55,55,55,55,55,55,55
PLAYER,UTAH,RB,Devin Brumfield,Fr,68,220,55,55,55,55,55,55,55
PLAYER,UTAH,WR,Terrell Perriman,Fr,74,205,55,55,55,55,55,55,55
PLAYER,UTAH,LB,Chase Hansen,Fr,71,235,55,55,55,55,55,55,55
PLAYER,UTAH,S,Malone Mataele,Fr,70,195,55,55,55,55,55,55,55
PLAYER,UTAH,DL,John Penisini,Fr,72,285,55,55,55,55,55,55,55
PLAYER,UTAH,DL,Davir Hamilton,Fr,72,285,55,55,55,55,55,55,55
PLAYER,UTAH,WR,Britain Covey,Fr,74,205,55,55,55,55,55,55,55
PLAYER,UTAH,OL,Keven Dixon,Fr,73,295,55,55,55,55,55,55,55
PLAYER,UTAH,DL,Maxs Tupai,Fr,72,285,55,55,55,55,55,55,55
PLAYER,UTAH,OL,Kyle Lanterman,Fr,73,295,55,55,55,55,55,55,55
PLAYER,UTAH,WR,Bronson Boyd,Fr,74,205,55,55,55,55,55,55,55
PLAYER,UTAH,DL,Mika Tafua,Fr,72,285,55,55,55,55,55,55,55
PLAYER,UTAH,K,Mitch Wishnowsky,Fr,67,180,55,55,55,55,55,55,55
PLAYER,UTAH,OL,Johnny Capra,Fr,73,295,55,55,55,55,55,55,55
PLAYER,UTAH,QB,Tyler Huntley,Fr,74,215,55,55,55,55,55,55,55
PLAYER,UTAH,WR,Demari Simpkins,Fr,74,205,55,55,55,55,55,55,55
PLAYER,UTAH,DL,Caleb Repp,Fr,72,285,55,55,55,55,55,55,55
PLAYER,UTAH,OL,Darrin Paulo,Fr,73,295,55,55,55,55,55,55,55
PLAYER,UTAH,LB,Bryant Pirtle,Fr,71,235,55,55,55,55,55,55,55
PLAYER,UTAH,DL,Bradlee Anae,Fr,72,285,55,55,55,55,55,55,55
PLAYER,UTAH,CB,Julian Blackmon,Fr,69,200,55,55,55,55,55,55,55
PLAYER,UTAH,QB,Jason Shelley,Fr,74,215,55,55,55,55,55,55,55
PLAYER,UTAH,S,R.J. Hubert,Fr,70,195,55,55,55,55,55,55,55
PLAYER,UTAH,OL,Jackson Barton,Fr,73,295,55,55,55,55,55,55,55
PLAYER,UTAH,WR,Siaosi Mariner,Fr,74,205,55,55,55,55,55,55,55
PLAYER,UTAH,TE,Bapa Falemaka,Fr,72,240,55,55,55,55,55,55,55
PLAYER,UTAH,OL,Nick Ford,Fr,73,295,55,55,55,55,55,55,55
PLAYER,UTAH,S,Philip Afia,Fr,70,195,55,55,55,55,55,55,55
PLAYER,UTAH,S,Terrell Burgess,Fr,70,195,55,55,55,55,55,55,55
PLAYER,UTAH,LB,Cody Barton,Fr,71,235,55,55,55,55,55,55,55
PLAYER,UTAH,CB,Josh Nurse,Fr,69,200,55,55,55,55,55,55,55
PLAYER,UTAH,WR,Jameson Field,Fr,74,205,55,55,55,55,55,55,55
PLAYER,UTAH,OL,Mo Unutoa,Fr,73,295,55,55,55,55,55,55,55
PLAYER,UTAH,CB,Tyrone Smith,Fr,69,200,55,55,55,55,55,55,55
PLAYER,UTAH,OL,Alani Havili-Katoa,Fr,73,295,55,55,55,55,55,55,55
PLAYER,UTAH,LB,Devin Lloyd,Fr,71,235,55,55,55,55,55,55,55
PLAYER,UTAH,OL,Lo Falemaka,Fr,73,295,55,55,55,55,55,55,55
PLAYER,UTAH,S,Corrion Ballard,Fr,70,195,55,55,55,55,55,55,55
PLAYER,UTAH,CB,Jaylon Johnson,Fr,69,200,55,55,55,55,55,55,55
PLAYER,UTAH,RB,Devonta'e Henry-Cole,Fr,68,220,55,55,55,55,55,55,55
PLAYER,UTAH,OL,Jordan Agasiva,Fr,73,295,55,55,55,55,55,55,55
PLAYER,UTAH,WR,Samson Nacua,Fr,74,205,55,55,55,55,55,55,55
PLAYER,UTAH,DL,Hauati Pututau,Fr,72,285,55,55,55,55,55,55,55
PLAYER,UTAH,CB,Nygel King,Fr,69,200,55,55,55,55,55,55,55
PLAYER,UTAH,S,Marquise Blair,Fr,70,195,55,55,55,55,55,55,55
PLAYER,UTAH,DL,Jackson Cravens,Fr,72,285,55,55,55,55,55,55,55
PLAYER,UTAH,OL,Paul Toala,Fr,73,295,55,55,55,55,55,55,55
PLAYER,UTAH,RB,T.J. Green,Fr,68,220,55,55,55,55,55,55,55
PLAYER,UTAH,QB,Jack Tuttle,Fr,74,215,55,55,55,55,55,55,55
PLAYER,UTAH,DL,Leki Fotu,Fr,72,285,55,55,55,55,55,55,55
PLAYER,UTAH,DL,Rex Jordan,Fr,72,285,55,55,55,55,55,55,55
PLAYER,UTAH,S,Tareke Lewis,Fr,70,195,55,55,55,55,55,55,55
PLAYER,UTAH,K,Matt Gay,Fr,67,180,55,55,55,55,55,55,55
PLAYER,UTAH,RB,Armand Shyne,Fr,68,220,55,55,55,55,55,55,55
PLAYER,VAN,LB,Jordan Griffin,Fr,71,235,55,55,55,55,55,55,55
PLAYER,VAN,S,Brendon Harris,Fr,70,195,55,55,55,55,55,55,55
PLAYER,VAN,TE,Jared Pinkney,Fr,72,240,55,55,55,55,55,55,55
PLAYER,VAN,TE,Gavin Schoenwald,Fr,72,240,55,55,55,55,55,55,55
PLAYER,VAN,CB,Joejuan Williams,Fr,69,200,55,55,55,55,55,55,55
PLAYER,VAN,S,LaDarius Wiley,Fr,70,195,55,55,55,55,55,55,55
PLAYER,VAN,DL,Cameron Tidd,Fr,72,285,55,55,55,55,55,55,55
PLAYER,VAN,RB,Josh Crawford,Fr,68,220,55,55,55,55,55,55,55
PLAYER,VAN,S,Max Worship,Fr,70,195,55,55,55,55,55,55,55
PLAYER,VAN,CB,Randall Haynie,Fr,69,200,55,55,55,55,55,55,55
PLAYER,VAN,RB,Jaire George,Fr,68,220,55,55,55,55,55,55,55
PLAYER,VAN,OL,Bruno Reagan,Fr,73,295,55,55,55,55,55,55,55
PLAYER,VAN,OL,Saige Young,Fr,73,295,55,55,55,55,55,55,55
PLAYER,VAN,OL,Grant Miller,Fr,73,295,55,55,55,55,55,55,55
PLAYER,VAN,DL,Stone Edwards,Fr,72,285,55,55,55,55,55,55,55
PLAYER,VAN,WR,Kalija Lipscomb,Fr,74,205,55,55,55,55,55,55,55
PLAYER,VAN,S,Frank Coppet,Fr,70,195,55,55,55,55,55,55,55
PLAYER,VAN,WR,Chris Pierce,Fr,74,205,55,55,55,55,55,55,55
PLAYER,VAN,LB,Josh Smith,Fr,71,235,55,55,55,55,55,55,55
PLAYER,VAN,CB,Alim Muhammad,Fr,69,200,55,55,55,55,55,55,55
PLAYER,VAN,LB,Alston Orji,Fr,71,235,55,55,55,55,55,55,55
PLAYER,VAN,CB,Donovan Sheffield,Fr,69,200,55,55,55,55,55,55,55
PLAYER,VAN,RB,Ke'Shawn Vaughn,Fr,68,220,55,55,55,55,55,55,55
PLAYER,VAN,DL,Dare Odeyingbo,Fr,72,285,55,55,55,55,55,55,55
PLAYER,VAN,OL,Dan Dawkins,Fr,73,295,55,55,55,55,55,55,55
PLAYER,VAN,CB,Tre' Douglas,Fr,69,200,55,55,55,55,55,55,55
PLAYER,VAN,QB,Kyle Shurmur,Fr,74,215,55,55,55,55,55,55,55
PLAYER,VAN,TE,Cody Markel,Fr,72,240,55,55,55,55,55,55,55
PLAYER,VAN,DL,Rutger Reitmaier,Fr,72,285,55,55,55,55,55,55,55
PLAYER,VAN,OL,Devin Cochran,Fr,73,295,55,55,55,55,55,55,55
PLAYER,VAN,OL,Sean McMoore,Fr,73,295,55,55,55,55,55,55,55
PLAYER,VAN,DL,Drew Birchmeier,Fr,72,285,55,55,55,55,55,55,55
PLAYER,VAN,OL,Cole Clemens,Fr,73,295,55,55,55,55,55,55,55
PLAYER,VAN,RB,Jamauri Wakefield,Fr,68,220,55,55,55,55,55,55,55
PLAYER,VAN,LB,Michael Owusu,Fr,71,235,55,55,55,55,55,55,55
PLAYER,VAN,WR,Amir Abdur-Rahman,Fr,74,205,55,55,55,55,55,55,55
PLAYER,VAN,OL,Egidio DellaRipa,Fr,73,295,55,55,55,55,55,55,55
PLAYER,VAN,QB,Mo Hasan,Fr,74,215,55,55,55,55,55,55,55
PLAYER,VAN,LB,Salua Masina,Fr,71,235,55,55,55,55,55,55,55
PLAYER,VAN,DL,Dayo Odeyingbo,Fr,72,285,55,55,55,55,55,55,55
PLAYER,VAN,DL,Josiah Sa'o,Fr,72,285,55,55,55,55,55,55,55
PLAYER,VAN,LB,Colin Anderson,Fr,71,235,55,55,55,55,55,55,55
PLAYER,VAN,LB,Brayden DeVault-Smith,Fr,71,235,55,55,55,55,55,55,55
PLAYER,VAN,QB,Allan Walters,Fr,74,215,55,55,55,55,55,55,55
PLAYER,VAN,LB,Dimitri Moore,Fr,71,235,55,55,55,55,55,55,55
PLAYER,VAN,WR,C.J. Bolar,Fr,74,205,55,55,55,55,55,55,55
PLAYER,VAN,WR,Alex Stump,Fr,74,205,55,55,55,55,55,55,55
PLAYER,VAN,WR,Cam Johnson,Fr,74,205,55,55,55,55,55,55,55
PLAYER,VAN,OL,Justin Skule,Fr,73,295,55,55,55,55,55,55,55
PLAYER,VAN,LB,Charles Wright,Fr,71,235,55,55,55,55,55,55,55
PLAYER,VAN,CB,Elijah Hamilton,Fr,69,200,55,55,55,55,55,55,55
PLAYER,VAN,RB,Ja'Veon Marlow,Fr,68,220,55,55,55,55,55,55,55
PLAYER,VAN,S,Tae Daley,Fr,70,195,55,55,55,55,55,55,55
PLAYER,VAN,LB,Caleb Peart,Fr,71,235,55,55,55,55,55,55,55
PLAYER,VAN,WR,Trey Ellis,Fr,74,205,55,55,55,55,55,55,55
PLAYER,VAN,RB,Khari Blasingame,Fr,68,220,55,55,55,55,55,55,55
PLAYER,VAN,TE,Sam Dobbs,Fr,72,240,55,55,55,55,55,55,55
PLAYER,VAN,LB,Kenny Hebert,Fr,71,235,55,55,55,55,55,55,55
PLAYER,VAN,LB,Andre Mintze,Fr,71,235,55,55,55,55,55,55,55
PLAYER,VAN,RB,Josh Higgs,Fr,68,220,55,55,55,55,55,55,55
PLAYER,VAN,DL,Darion DeBrossard,Fr,72,285,55,55,55,55,55,55,55
PLAYER,VAN,OL,Bryce Bailey,Fr,73,295,55,55,55,55,55,55,55
PLAYER,VAN,DL,Louis Vecchio,Fr,72,285,55,55,55,55,55,55,55
PLAYER,VAN,K,Parker Thome,Fr,67,180,55,55,55,55,55,55,55
PLAYER,VAN,S,Zaire Jones,Fr,70,195,55,55,55,55,55,55,55
PLAYER,VAN,DL,Kade Mayle,Fr,72,285,55,55,55,55,55,55,55
PLAYER,VAN,WR,Donaven Tennyson,Fr,74,205,55,55,55,55,55,55,55
PLAYER,VAN,K,Ryley Guay,Fr,67,180,55,55,55,55,55,55,55
PLAYER,VAN,OL,Jared Southers,Fr,73,295,55,55,55,55,55,55,55
PLAYER,UVA,LB,Zane Zandier,Fr,71,235,55,55,55,55,55,55,55
PLAYER,UVA,OL,R.J. Proctor,Fr,73,295,55,55,55,55,55,55,55
PLAYER,UVA,DL,Jordan Redmond,Fr,72,285,55,55,55,55,55,55,55
PLAYER,UVA,WR,Olamide Zaccheaus,Fr,74,205,55,55,55,55,55,55,55
PLAYER,UVA,LB,Matt Gahm,Fr,71,235,55,55,55,55,55,55,55
PLAYER,UVA,CB,Jaylon Baker,Fr,69,200,55,55,55,55,55,55,55
PLAYER,UVA,CB,Myles Robinson,Fr,69,200,55,55,55,55,55,55,55
PLAYER,UVA,CB,Tim Harris,Fr,69,200,55,55,55,55,55,55,55
PLAYER,UVA,S,Brenton Nelson,Fr,70,195,55,55,55,55,55,55,55
PLAYER,UVA,DL,Mandy Alonso,Fr,72,285,55,55,55,55,55,55,55
PLAYER,UVA,CB,Darrius Bratton,Fr,69,200,55,55,55,55,55,55,55
PLAYER,UVA,LB,Jordan Mack,Fr,71,235,55,55,55,55,55,55,55
PLAYER,UVA,LB,Gladimir Paul,Fr,71,235,55,55,55,55,55,55,55
PLAYER,UVA,OL,Jake Fieler,Fr,73,295,55,55,55,55,55,55,55
PLAYER,UVA,K,Lester Coleman,Fr,67,180,55,55,55,55,55,55,55
PLAYER,UVA,WR,Ben Hogg,Fr,74,205,55,55,55,55,55,55,55
PLAYER,UVA,RB,Jamari Peacock,Fr,68,220,55,55,55,55,55,55,55
PLAYER,UVA,K,A.J. Mejia,Fr,67,180,55,55,55,55,55,55,55
PLAYER,UVA,TE,Evan Butts,Fr,72,240,55,55,55,55,55,55,55
PLAYER,UVA,DL,Tommy Christ,Fr,72,285,55,55,55,55,55,55,55
PLAYER,UVA,OL,Ryan Swoboda,Fr,73,295,55,55,55,55,55,55,55
PLAYER,UVA,OL,Dillon Reinkensmeyer,Fr,73,295,55,55,55,55,55,55,55
PLAYER,UVA,OL,Ryan Nelson,Fr,73,295,55,55,55,55,55,55,55
PLAYER,UVA,OL,Chris Glaser,Fr,73,295,55,55,55,55,55,55,55
PLAYER,UVA,LB,Malcolm Cook,Fr,71,235,55,55,55,55,55,55,55
PLAYER,UVA,S,Chris Moore,Fr,70,195,55,55,55,55,55,55,55
PLAYER,UVA,DL,Aaron Faumui,Fr,72,285,55,55,55,55,55,55,55
PLAYER,UVA,LB,Robert Snyder,Fr,71,235,55,55,55,55,55,55,55
PLAYER,UVA,RB,Billy Kemp,Fr,68,220,55,55,55,55,55,55,55
PLAYER,UVA,OL,Marcus Applefield,Fr,73,295,55,55,55,55,55,55,55
PLAYER,UVA,DL,Osiris Crutchfield,Fr,72,285,55,55,55,55,55,55,55
PLAYER,UVA,WR,Hasise Dubois,Fr,74,205,55,55,55,55,55,55,55
PLAYER,UVA,RB,Jordan Ellis,Fr,68,220,55,55,55,55,55,55,55
